"V1","V2"
1.0446246907862,0.536181960457202
-1.36562821885597,0.498513290459029
-0.0235230395974323,-0.370633628920467
-0.434375279882036,0.652327178603658
0.4681407438486,1.48709468044892
1.04632311027734,0.104148199391834
-0.608753239710274,0.691693130168061
-1.16911407709984,-0.11385413526586
-1.50084252652349,-1.66236349994862
0.297183157235304,0.960056456553248
-1.13124281955089,1.89789012658445
0.347086818964529,-1.34211520872198
-0.178229779353238,0.459161791008623
-0.338469294309815,-0.529611170379278
-0.261428777152733,-0.162399075113869
0.0123165638494263,-3.23779086906233
-0.987737228452786,-0.969657882588991
-1.71066938595501,0.402307280956973
-0.0028782979946059,-0.872273169447642
0.626239711629845,0.170684131249776
-0.677253337292864,0.8048392981356
-1.78146981276377,-0.372227868725225
0.620582194709837,0.374528417490178
0.367455751016134,-0.79554797120048
0.0826608714132551,-0.744278870000914
-0.367496313604851,0.293598611420212
-0.175467837507444,0.838505868828467
-0.19361380155544,0.969411836402764
-1.68972810937379,-0.90549234879574
0.0490086776679571,0.673136775195263
0.310347075234564,-0.717665372708139
1.06199012001449,-1.32976054241703
-2.09151702450277,-0.688852365508823
0.898573778756146,0.0098063026171793
-0.729209110202973,0.0376847734210973
-1.06052654993186,-1.03044300145801
0.0391952203065861,0.417908894728844
1.40324924424072,-0.474654510192541
-1.36951418549285,-0.760706642492968
0.932976852284099,1.06909582605424
0.687050937319552,-0.726038859876404
0.384297915915953,2.69756439453536
0.0983281182817211,-1.36042207916522
-0.256676783461609,0.781626914847181
-0.905642592310389,0.323041608168835
2.10653080801475,-0.272017747117435
0.496193603147999,0.203115830077796
0.33665938690337,0.793770253710982
0.368600913882402,0.133572516633624
0.00604654366606663,-1.16166776144962
-0.417364516008931,0.800850934027516
-0.0614235346203577,-1.7103232987344
1.1275151486808,-0.836506591234887
2.01098208718403,0.581920869570229
-0.141270691692611,0.620753735852352
-0.134221516601074,0.550485289495587
-1.02702761684995,-0.794444238846253
-0.168366779605024,-1.21432717721355
0.306987331734402,0.516679913985287
-1.59520270982117,-0.921867788768232
2.17633050710313,1.49927487530256
-0.411665976231249,0.0885323553936938
1.08325887693276,-1.86389149995367
-0.0157831679730101,-0.823392213218654
-0.158425160677171,-0.00472203881574573
-0.0119078164372853,-1.47179402801563
1.04918313794592,-0.945427952787833
-0.435919399168311,0.628971139623124
1.24131926327882,-1.51287516527591
-1.45001477262705,-0.800358176105517
0.500017647452072,-0.609961270221858
2.40725971148395,-0.895334622104125
-0.214966638482915,-2.55708879623232
-1.45226579152753,-0.242495992158266
-2.85696235236356,1.32360791009187
-0.315586808228663,0.895597713716587
-0.974671800825539,-0.433936638764357
-0.577768908342581,-1.07837819739035
0.454796233752235,-0.601537385392039
0.411293729519159,-1.3705550369396
0.525980471144655,1.02496206531045
-1.85631175736177,0.929926681234375
-0.740177038643076,0.59989465023302
-0.775562738827647,0.660212343550146
-0.10815979120991,0.729610555620886
-2.17247681004026,2.53683082918923
-0.25675267845318,-1.53644912434648
1.88728411863022,-0.698120421358453
1.96269007269642,-0.0231705337799822
-0.0185569800361521,1.15724932133994
-1.07268349167363,0.745402497854641
-0.108551511517301,0.738346806081723
0.248172755915301,-0.401796311032849
-1.40505416503191,1.59148605964911
1.1098507590892,-0.461021314747802
-1.26085127919282,-0.365923465305998
0.714663547850744,0.218629942246444
-0.511219859090844,-1.71339675969554
-1.11770436903098,-0.145964669030407
1.36695633208016,0.0924401311500289
-1.83112659244674,0.142765032595733
0.454359292935515,-2.23654997790619
-2.11031980267541,-1.11099056383197
0.158989620018674,-0.530900085003722
-0.983570278204335,0.0800478716427065
-0.0175620543613357,0.77970128519629
-1.29236113940229,-0.862320209602513
0.45358733663515,0.0636203828025669
-1.03236489869525,-2.18797648921512
0.337836265897749,-0.683822582940677
-0.309156902305579,0.881745894994268
-0.866240417934612,-0.208996469337025
0.916196845807457,-1.09240411420553
-0.80042272158425,1.18645492906112
-1.50314775590924,-0.40450324740336
-2.01890285166312,-0.0548221535734972
2.48493973346548,1.24516745164034
-0.996272283404266,0.787892333224473
-0.835166998216945,0.325729155402843
-1.92774432723315,0.00639876301708886
-0.357903901954559,1.25552316127775
-2.18443028067532,-0.413365357608507
0.315215205140175,-1.66276286413247
0.962450745000052,-0.639308167503665
0.761466877003862,-0.744168422365172
-1.20522370121572,0.580088993460296
1.16200509288382,-1.29960329915791
-2.53483759143256,1.44309256986139
-2.1079872186414,0.460402520356519
0.920164442307874,-0.484567548687996
3.05853233336468,-0.872365381994033
2.70408504166362,0.198909022220021
-0.263851444420467,-0.899568430913992
